,Vlan,Mac Address,INT,Rx_Load,Tx_Load
0,1,c8f7.505b.e34f,Gi2/0/48,0.39215686274509803,0.39215686274509803
1,1,c8f7.505d.5bc0,Gi2/0/7,0.39215686274509803,0.39215686274509803
